Tourney_Date,Year,Surface,Round,p1_id,p2_id,elo_diff,surface_elo_diff,age_diff,target
2023-01-04,2023,Hard,R128,800543955.0,800636563.0,12.119160738785013,-5.565403572046762,1.0,1
2023-01-04,2023,Hard,R128,800548029.0,800577492.0,-38.197355506540134,-83.5540864641896,0.0,0
2023-01-04,2023,Hard,R128,800692773.0,800625067.0,11.555536973584822,17.266782339341034,0.0,1
2023-01-04,2023,Hard,R128,800564408.0,800571400.0,131.1422684733841,172.60224286738344,0.0,1
2023-01-04,2023,Hard,R128,800507485.0,800575320.0,28.18663009403099,15.297957492437263,0.0,1
2023-01-04,2023,Hard,R128,800597351.0,800534769.0,140.2140815657931,213.39736553355806,-1.0,1
2023-01-04,2023,Hard,R128,800566934.0,800518847.0,-127.62512366632313,-105.69498632596606,0.0,0
2023-01-04,2023,Hard,R128,800699356.0,800542334.0,-97.76552487066078,-89.66362843751449,0.0,0
2023-01-04,2023,Hard,R64,800542334.0,800599079.0,83.66635956262417,83.66015010382989,0.0,1
2023-01-04,2023,Hard,QF,800545846.0,800543197.0,-23.75355506044616,24.293376334602044,0.0,1
2023-01-04,2023,Hard,R64,800510242.0,800507485.0,-32.65224657658132,3.456698426191906,0.0,1
2023-01-04,2023,Hard,R128,800594243.0,800629808.0,6.519867662422939,-11.267294265163628,1.0,0
2023-01-04,2023,Hard,R64,800543955.0,800545846.0,-24.74671244271758,-42.22448967105379,0.0,0
2023-01-04,2023,Hard,R64,800520051.0,800518847.0,-9.286320161895674,13.609190412536236,0.0,1
2023-01-04,2023,Hard,R128,800543197.0,800510759.0,96.80606880595201,38.94682501485204,0.0,1
2023-01-04,2023,Hard,R128,800600578.0,800597956.0,18.76469930644953,85.29296275607885,0.0,1
2023-01-04,2023,Hard,R128,800544328.0,800525869.0,71.29805698522591,-22.643583806916467,0.0,1
2023-01-04,2023,Hard,R128,800563723.0,800553534.0,247.65583827452747,185.58466581768334,0.0,1
2023-01-04,2023,Hard,QF,800571812.0,800520051.0,15.046912361189015,-32.46032880372036,0.0,0
2023-01-04,2023,Hard,R64,800567687.0,800597351.0,14.061303095158337,-65.51492209768435,1.0,0
2023-01-04,2023,Hard,QF,800637103.0,800510242.0,-65.2110565337116,-26.96009589785308,-1.0,1
2023-01-04,2023,Hard,SF,800520051.0,800637103.0,129.22102846471216,74.36115961021483,1.0,1
2023-01-04,2023,Hard,R128,800592997.0,800571812.0,-12.56417859934777,31.130307756773846,-1.0,0
2023-01-04,2023,Hard,R128,800638448.0,800535639.0,-189.69494155922348,-193.80159179054363,0.0,0
2023-01-04,2023,Hard,R128,800510242.0,800594942.0,220.9230351928636,174.9555720903811,0.0,1
2023-01-09,2023,Hard,R128,800644054.0,800540829.0,-128.58831245519787,-137.67448816884234,-1.0,0
2023-01-09,2023,Hard,R64,800547392.0,800593956.0,-225.9659381612032,-214.72539689315613,1.0,0
2023-01-09,2023,Hard,R128,800769769.0,800603222.0,-95.41277032814446,-94.0659513550936,-1.0,1
